id,Length,Diameter,Height,Whole_weight,Shucked_weight,Viscera_weight,Shell_weight,Height_is_zero,Volume,Density,Shucked_ratio,Viscera_ratio,Shell_ratio,Shell_to_shucked,Sex_F,Sex_I,Sex_M,Area,Diameter_to_Length,Height_to_Length,Height_to_Diameter,Component_weight_sum,Component_sum_ratio,Residual_weight,Residual_weight_ratio,Whole_weight_to_Length,Whole_weight_to_Area,Whole_weight_to_Volume,Shucked_to_Shell,Viscera_to_Shell,log1p_Length,log1p_Diameter,log1p_Height,log1p_Whole_weight,log1p_Shucked_weight,log1p_Viscera_weight,log1p_Shell_weight,log1p_Volume,log1p_Density,Rings
-11,0.525,0.38,0.14,0.6065,0.194,0.1475,0.21,0,0.027930000000000003,21.71500179018976,0.31986809563066776,0.24319868095630665,0.34624896949711453,1.0824742268041236,1,0,0,0.1995,0.7238095238095238,0.26666666666666666,0.368421052631579,0.5515,0.9093157460840889,0.05500000000000005,0.09068425391591103,1.1552380952380952,3.0401002506265664,21.71500179018976,0.9238095238095239,0.7023809523809523,0.42199441005937494,0.32208349916911333,0.1310282624064041,0.47405789957377614,0.17730901497041035,0.13758566295256316,0.19062035960864973,0.027547071329299556,3.1230255780222707,14
-12,0.43,0.35,0.11,0.406,0.1675,0.081,0.135,0,0.016555,24.52431289640592,0.4125615763546798,0.19950738916256158,0.33251231527093594,0.8059701492537313,0,0,1,0.1505,0.813953488372093,0.2558139534883721,0.31428571428571433,0.3835,0.9445812807881773,0.02250000000000002,0.0554187192118227,0.944186046511628,2.6976744186046515,24.52431289640592,1.2407407407407407,0.6,0.35767444427181594,0.30010459245033805,0.10436001532424277,0.3407487933884732,0.15486471056091533,0.07788653865707122,0.126632650933366,0.01641945985321442,3.2396314448404544,10
-13,0.49,0.38,0.135,0.5415,0.2175,0.095,0.19,0,0.025137000000000003,21.541950113378682,0.40166204986149584,0.1754385964912281,0.3508771929824562,0.8735632183908046,0,0,1,0.1862,0.7755102040816326,0.2755102040816327,0.35526315789473684,0.5025,0.92797783933518,0.039000000000000035,0.07202216066482,1.1051020408163266,2.9081632653061225,21.541950113378682,1.144736842105263,0.5,0.3987761199573678,0.32208349916911333,0.126632650933366,0.432755968344068,0.19679957597460782,0.09075436326846414,0.173953307123438,0.024826262195450508,3.115378022765299,11
-14,0.535,0.405,0.145,0.6845,0.2725,0.171,0.205,0,0.031417875000000005,21.78696044847081,0.39810080350620897,0.2498173849525201,0.29948867786705624,0.7522935779816513,1,0,0,0.21667500000000003,0.7570093457943925,0.27102803738317754,0.3580246913580246,0.6485,0.9474068663257852,0.03600000000000003,0.0525931336742148,1.2794392523364486,3.1591092650282677,21.78696044847081,1.329268292682927,0.8341463414634147,0.4285303810391605,0.3400373027857091,0.13540463700620295,0.5214687838644705,0.2409834694425408,0.15785808461558032,0.1864795669426183,0.03093443329703261,3.126188462202613,10
-15,0.47,0.355,0.1,0.4755,0.1675,0.0805,0.185,0,0.016685,28.498651483368295,0.35226077812828605,0.16929547844374343,0.3890641430073607,1.1044776119402984,1,0,0,0.16684999999999997,0.7553191489361702,0.21276595744680854,0.28169014084507044,0.433,0.9106203995793901,0.04249999999999998,0.08937960042060986,1.0117021276595746,2.84986514833683,28.498651483368295,0.9054054054054055,0.43513513513513513,0.3852624007906449,0.3038014543316642,0.09531017980432487,0.38899691540085707,0.15486471056091533,0.07742389696480362,0.16974277458709452,0.016547334575507062,3.384344549872736,10
-16,0.5,0.4,0.13,0.6645,0.258,0.133,0.24,0,0.026000000000000002,25.557692307692303,0.38826185101580135,0.20015048908954103,0.3611738148984199,0.9302325581395349,0,0,1,0.2,0.8,0.26,0.325,0.631,0.9495861550037623,0.033499999999999974,0.05041384499623774,1.329,3.3225,25.557692307692303,1.0750000000000002,0.5541666666666667,0.4054651081081644,0.33647223662121295,0.12221763272424921,0.5095247780329426,0.2295231582782488,0.12486898204586927,0.2151113796169455,0.025667746748577795,3.2793194348278645,12
-17,0.355,0.28,0.085,0.2905,0.095,0.0395,0.115,0,0.008449000000000002,34.382767191383586,0.3270223752151463,0.1359724612736661,0.39586919104991397,1.2105263157894737,0,1,0,0.0994,0.7887323943661972,0.2394366197183099,0.30357142857142855,0.2495,0.8588640275387264,0.04099999999999998,0.1411359724612736,0.8183098591549296,2.9225352112676055,34.382767191383586,0.8260869565217391,0.34347826086956523,0.3038014543316642,0.2468600779315258,0.08157998699242289,0.2550297401765315,0.09075436326846414,0.03873982831593056,0.10885440491208208,0.008413506979722476,3.566224899109634,7
-18,0.44,0.34,0.1,0.451,0.188,0.087,0.13,0,0.014960000000000001,30.14705882352941,0.41685144124168516,0.19290465631929044,0.28824833702882485,0.6914893617021277,1,0,0,0.1496,0.7727272727272728,0.2272727272727273,0.29411764705882354,0.405,0.8980044345898005,0.045999999999999985,0.10199556541019952,1.025,3.014705882352941,30.14705882352941,1.4461538461538461,0.6692307692307692,0.3646431135879093,0.29266961396282004,0.09531017980432487,0.3722529739020508,0.1722712209404532,0.08342160813907239,0.12221763272424921,0.014849202850205781,3.438719820985245,10
-19,0.365,0.295,0.08,0.2555,0.097,0.043,0.1,0,0.008614,29.661016949152543,0.3796477495107632,0.16829745596868884,0.39138943248532293,1.0309278350515465,0,0,1,0.10767499999999999,0.8082191780821918,0.21917808219178084,0.2711864406779661,0.24000000000000002,0.939334637964775,0.015499999999999986,0.06066536203522499,0.7000000000000001,2.3728813559322037,29.661016949152543,0.97,0.42999999999999994,0.31115442863692305,0.25851069515150105,0.07696104113612832,0.22753389961550266,0.0925791812930932,0.04210117601863539,0.09531017980432487,0.00857711119076401,3.4229920414895756,7
-20,0.45,0.32,0.1,0.381,0.1705,0.075,0.115,0,0.014400000000000003,26.45833333333333,0.44750656167979,0.19685039370078738,0.30183727034120733,0.6744868035190615,0,0,1,0.14400000000000002,0.7111111111111111,0.22222222222222224,0.3125,0.3605,0.9461942257217847,0.020500000000000018,0.05380577427821527,0.8466666666666667,2.645833333333333,26.45833333333333,1.482608695652174,0.6521739130434782,0.37156355643248307,0.2776317365982795,0.09531017980432487,0.32280787442715503,0.15743100794882842,0.0723206615796261,0.10885440491208208,0.014297304700824428,3.3126697041545614,9
-21,0.355,0.28,0.095,0.2455,0.0955,0.062,0.075,0,0.009443,25.99809382611458,0.3890020366598778,0.2525458248472505,0.3054989816700611,0.7853403141361256,0,0,1,0.0994,0.7887323943661972,0.26760563380281693,0.33928571428571425,0.23249999999999998,0.9470468431771893,0.013000000000000012,0.05295315682281064,0.691549295774648,2.4698189134808852,25.99809382611458,1.2733333333333334,0.8266666666666667,0.3038014543316642,0.2468600779315258,0.09075436326846414,0.21953705572009805,0.09121088005338417,0.060153922819747095,0.0723206615796261,0.009398693580786776,3.295766264479307,11
-22,0.38,0.275,0.1,0.2255,0.08,0.049,0.085,0,0.010450000000000001,21.57894736842105,0.3547671840354767,0.21729490022172948,0.376940133037694,1.0625,0,1,0,0.10450000000000001,0.7236842105263158,0.2631578947368421,0.36363636363636365,0.21400000000000002,0.9490022172949003,0.011499999999999982,0.0509977827050997,0.593421052631579,2.1578947368421053,21.57894736842105,0.9411764705882353,0.5764705882352941,0.32208349916911333,0.24294617861038947,0.09531017980432487,0.20334892398603022,0.07696104113612832,0.04783732941416013,0.08157998699242289,0.010395776182120354,3.1170179397615763,10
-23,0.565,0.44,0.155,0.9395,0.4275,0.214,0.27,0,0.038533,24.38169880362287,0.4550292708887706,0.22778073443320915,0.2873869079297499,0.6315789473684211,1,0,0,0.2486,0.7787610619469028,0.27433628318584075,0.3522727272727273,0.9115,0.9701969132517296,0.028000000000000025,0.029803086748270383,1.6628318584070798,3.779163314561545,24.38169880362287,1.5833333333333333,0.7925925925925925,0.4478858239921165,0.3646431135879093,0.14410034397375684,0.6624302078978848,0.35592466254802824,0.19392069263730652,0.23901690047049992,0.03780914043003109,3.2340283947831256,12
-24,0.55,0.415,0.135,0.7635,0.318,0.21,0.2,0,0.030813750000000004,24.777899476694653,0.4165029469548134,0.275049115913556,0.26195153896529144,0.6289308176100629,1,0,0,0.22825,0.7545454545454544,0.24545454545454545,0.32530120481927716,0.728,0.9535036018336608,0.035499999999999976,0.0464963981663392,1.388181818181818,3.3450164293537785,24.777899476694653,1.5899999999999999,1.0499999999999998,0.4382549309311553,0.3471295310952009,0.126632650933366,0.5673004706939696,0.27611543608031547,0.19062035960864973,0.18232155679395462,0.030348538861162327,3.2495175153976184,9
-25,0.615,0.48,0.165,1.1615,0.513,0.301,0.305,0,0.048707999999999994,23.846185431551287,0.44167025398191995,0.25914765389582434,0.26259147653895826,0.594541910331384,1,0,0,0.29519999999999996,0.7804878048780488,0.2682926829268293,0.34375000000000006,1.119,0.9634093844167025,0.04249999999999998,0.036590615583297445,1.8886178861788618,3.9346205962059626,23.846185431551287,1.6819672131147543,0.9868852459016393,0.47933495667461984,0.39204208777602373,0.1527210870176639,0.7708024251255494,0.4140944348062189,0.26313319953036823,0.26620304077465673,0.04755893032154477,3.212704236999218,10
-26,0.56,0.44,0.14,0.9285,0.3825,0.188,0.3,0,0.034496000000000006,26.916164192949903,0.41195476575121165,0.20247711362412493,0.32310177705977383,0.7843137254901961,1,0,0,0.24640000000000004,0.7857142857142857,0.25,0.31818181818181823,0.8705,0.9375336564351104,0.05799999999999994,0.062466343564889545,1.658035714285714,3.7682629870129865,26.916164192949903,1.2750000000000001,0.6266666666666667,0.44468582126144574,0.3646431135879093,0.1310282624064041,0.6567424986661454,0.32389345441435285,0.1722712209404532,0.262364264467491,0.03391435159376205,3.32920588281657,11
-27,0.58,0.45,0.185,0.9955,0.3945,0.272,0.285,0,0.048285,20.61716889303096,0.3962832747363134,0.2732295328980412,0.2862882973380211,0.7224334600760456,1,0,0,0.261,0.7758620689655173,0.31896551724137934,0.4111111111111111,0.9515,0.9558011049723757,0.04400000000000004,0.04419889502762435,1.7163793103448277,3.814176245210728,20.61716889303096,1.3842105263157896,0.9543859649122809,0.4574248470388754,0.37156355643248307,0.16974277458709452,0.6908946455066516,0.3325359280854066,0.24059046491793043,0.2507587183471831,0.0471554954929714,3.0734878551180995,11
-28,0.59,0.445,0.14,0.931,0.356,0.234,0.28,0,0.036757000000000005,25.3285088554561,0.3823845327604726,0.2513426423200859,0.30075187969924816,0.7865168539325844,0,0,1,0.26255,0.7542372881355933,0.23728813559322037,0.31460674157303375,0.87,0.9344790547798066,0.061000000000000054,0.06552094522019339,1.5779661016949154,3.5459912397638544,25.3285088554561,1.2714285714285714,0.8357142857142856,0.4637340162321401,0.3681093215643955,0.1310282624064041,0.6580380034463774,0.30453918951820386,0.21026092548319608,0.2468600779315258,0.03609757199038071,3.2706523389936177,12
-29,0.605,0.475,0.18,0.9365,0.394,0.219,0.295,0,0.051727499999999996,18.104489874824804,0.4207154297917779,0.23384943940202882,0.3150026695141484,0.748730964467005,0,0,1,0.287375,0.7851239669421487,0.2975206611570248,0.37894736842105264,0.9079999999999999,0.9695675387079551,0.02850000000000008,0.030432461292044934,1.5479338842975208,3.2588081774684645,18.104489874824804,1.335593220338983,0.7423728813559323,0.4731237565819792,0.3886579897917832,0.16551443847757338,0.6608822199726698,0.3321773123383322,0.1980308504991345,0.25851069515150105,0.05043405034309388,2.9499233794078514,15
-30,0.575,0.425,0.14,0.8635,0.393,0.227,0.2,0,0.0342125,25.23931311655097,0.45512449334105387,0.26288361320208453,0.23161551823972207,0.5089058524173028,0,0,1,0.24437499999999998,0.7391304347826088,0.24347826086956526,0.3294117647058824,0.8200000000000001,0.9496236247828604,0.04349999999999998,0.05037637521713953,1.501739130434783,3.533503836317136,25.23931311655097,1.965,1.135,0.4542552722775964,0.35417181372061385,0.1310282624064041,0.622456439937176,0.3314596947976686,0.2045721657287744,0.18232155679395462,0.03364026754395536,3.2672587867725555,11
-31,0.58,0.47,0.165,0.9975,0.3935,0.242,0.33,0,0.04497899999999999,22.177015940772367,0.3944862155388471,0.2426065162907268,0.3308270676691729,0.8386277001270648,0,0,1,0.27259999999999995,0.810344827586207,0.28448275862068967,0.3510638297872341,0.9655,0.9679197994987468,0.03200000000000003,0.03208020050125316,1.7198275862068968,3.6592076302274403,22.177015940772367,1.1924242424242424,0.7333333333333333,0.4574248470388754,0.3852624007906449,0.1527210870176639,0.6918963986582927,0.33181856793986586,0.21672298351128702,0.28517894223366236,0.043996789521073255,3.1431610954042983,10
-32,0.68,0.56,0.165,1.639,0.6055,0.2805,0.46,0,0.06283200000000001,26.085434173669462,0.36943258084197683,0.17114093959731544,0.2806589383770592,0.7597027250206441,1,0,0,0.3808000000000001,0.823529411764706,0.2426470588235294,0.29464285714285715,1.346,0.8212324588163514,0.2929999999999999,0.17876754118364852,2.4102941176470587,4.304096638655461,26.085434173669462,1.316304347826087,0.6097826086956523,0.5187937934151676,0.44468582126144574,0.1527210870176639,0.9704000575211871,0.4734352345474316,0.2472506266574429,0.37843643572024505,0.06093704359590316,3.298996099022714,15
-33,0.665,0.525,0.165,1.338,0.5515,0.3575,0.35,0,0.05760562500000001,23.226898414868337,0.4121823617339312,0.26718983557548576,0.26158445440956646,0.6346328195829556,0,0,1,0.349125,0.7894736842105263,0.24812030075187969,0.3142857142857143,1.259,0.9409566517189835,0.07900000000000018,0.059043348281016574,2.01203007518797,3.832438238453276,23.226898414868337,1.5757142857142858,1.0214285714285714,0.5098251234324072,0.42199441005937494,0.1527210870176639,0.8492958630498767,0.4392222049062978,0.3056447728259534,0.30010459245033805,0.05600750874713177,3.1874635206452178,18
-34,0.68,0.55,0.175,1.798,0.815,0.3925,0.455,0,0.06545000000000001,27.47135217723453,0.45328142380422687,0.21829810901001112,0.25305895439377085,0.5582822085889572,1,0,0,0.37400000000000005,0.8088235294117647,0.25735294117647056,0.3181818181818181,1.6625,0.9246384872080089,0.13549999999999995,0.07536151279199108,2.6441176470588235,4.807486631016042,27.47135217723453,1.791208791208791,0.8626373626373627,0.5187937934151676,0.4382549309311553,0.16126814759612226,1.0289048762432895,0.596085467716814,0.33110069281930204,0.37500590062345585,0.06339724512979161,3.3488983949718865,19
-35,0.705,0.55,0.2,1.7095,0.633,0.4115,0.49,0,0.07755000000000001,22.043842682140554,0.37028370868675053,0.24071365896460953,0.28663351857268204,0.7740916271721958,1,0,0,0.38775,0.7801418439716313,0.28368794326241137,0.36363636363636365,1.5345,0.8976308862240421,0.17500000000000004,0.1023691137759579,2.424822695035461,4.408768536428111,22.043842682140554,1.2918367346938775,0.8397959183673469,0.5335651107354801,0.4382549309311553,0.18232155679395462,0.9967641160240318,0.49041881398832804,0.344652968711407,0.3987761199573678,0.07468994563144384,3.137398604999956,13
-36,0.465,0.355,0.105,0.4795,0.227,0.124,0.125,0,0.017332874999999998,27.66419304356606,0.4734098018769552,0.2586027111574557,0.26068821689259647,0.5506607929515418,0,0,1,0.165075,0.7634408602150536,0.2258064516129032,0.29577464788732394,0.476,0.9927007299270073,0.003500000000000003,0.007299270072992707,1.0311827956989246,2.9047402695744355,27.66419304356606,1.816,0.992,0.38185524246903063,0.3038014543316642,0.09984533496971613,0.3917041928581273,0.2045721657287744,0.11689375147149933,0.11778303565638346,0.017184374229752997,3.3556487146843446,8
-37,0.54,0.475,0.155,1.217,0.5305,0.3075,0.34,0,0.0397575,30.61057662076338,0.4359079704190632,0.25267050123253904,0.27937551355792933,0.640904806786051,1,0,0,0.2565,0.8796296296296295,0.28703703703703703,0.3263157894736842,1.178,0.9679539852095315,0.039000000000000146,0.03204601479046848,2.2537037037037035,4.744639376218323,30.61057662076338,1.5602941176470586,0.9044117647058822,0.43178241642553783,0.3886579897917832,0.14410034397375684,0.7961549306341744,0.4255944794033301,0.2681169169569409,0.29266961396282004,0.03898751288728974,3.4534917677809642,16
-38,0.45,0.355,0.105,0.5225,0.237,0.1165,0.145,0,0.01677375,31.149862135777624,0.4535885167464115,0.2229665071770335,0.27751196172248804,0.6118143459915611,1,0,0,0.15975,0.7888888888888889,0.2333333333333333,0.29577464788732394,0.49849999999999994,0.954066985645933,0.02400000000000002,0.04593301435406703,1.161111111111111,3.2707355242566507,31.149862135777624,1.6344827586206896,0.803448275862069,0.37156355643248307,0.3038014543316642,0.09984533496971613,0.420353720601915,0.21268909341035083,0.11019879229807551,0.13540463700620295,0.016634624273472516,3.470408162518217,8
-39,0.575,0.445,0.135,0.883,0.381,0.2035,0.26,0,0.034543124999999994,25.5622500859433,0.43148357870894677,0.23046432616081539,0.2944507361268403,0.6824146981627297,1,0,0,0.25587499999999996,0.773913043478261,0.2347826086956522,0.30337078651685395,0.8445,0.9563986409966025,0.03849999999999998,0.04360135900339748,1.5356521739130435,3.4509037616023455,25.5622500859433,1.4653846153846153,0.7826923076923076,0.4542552722775964,0.3681093215643955,0.126632650933366,0.6328662496750154,0.32280787442715503,0.18523397824098958,0.23111172096338664,0.03395990413980986,3.279491038111182,11
-40,0.355,0.29,0.09,0.3275,0.134,0.086,0.09,0,0.009265499999999998,35.34617667691977,0.40916030534351144,0.2625954198473282,0.27480916030534347,0.6716417910447761,0,0,1,0.10294999999999999,0.8169014084507042,0.2535211267605634,0.3103448275862069,0.31,0.9465648854961831,0.017500000000000016,0.05343511450381684,0.9225352112676057,3.1811559009227786,35.34617667691977,1.488888888888889,0.9555555555555555,0.3038014543316642,0.2546422183735807,0.08617769624105233,0.28329747413395684,0.12575120530556033,0.08250122151174369,0.08617769624105233,0.009222838572044865,3.5930890176201205,9
-41,0.45,0.335,0.105,0.425,0.1865,0.091,0.115,0,0.015828750000000003,26.849877596146246,0.4388235294117647,0.21411764705882352,0.2705882352941177,0.6166219839142092,1,0,0,0.15075000000000002,0.7444444444444445,0.2333333333333333,0.3134328358208955,0.39249999999999996,0.9235294117647058,0.03250000000000003,0.07647058823529419,0.9444444444444444,2.819237147595356,26.849877596146246,1.6217391304347826,0.7913043478260869,0.37156355643248307,0.2889312918522129,0.09984533496971613,0.35417181372061385,0.1710077968936812,0.08709470685093376,0.10885440491208208,0.015704781800005323,3.326828571252189,9
-42,0.55,0.425,0.135,0.8515,0.362,0.196,0.27,0,0.03155625,26.98356110120816,0.4251321197886083,0.23018203170874926,0.31708749266001174,0.7458563535911603,1,0,0,0.23375,0.7727272727272726,0.24545454545454545,0.31764705882352945,0.8280000000000001,0.9724016441573694,0.023499999999999965,0.02759835584263061,1.548181818181818,3.6427807486631014,26.98356110120816,1.3407407407407406,0.7259259259259259,0.4382549309311553,0.35417181372061385,0.126632650933366,0.6159961213715304,0.30895420772732063,0.17898265552844,0.23901690047049992,0.031068584276951004,3.3316172342341615,14
-43,0.24,0.175,0.045,0.07,0.0315,0.0235,0.02,0,0.0018899999999999998,37.037037037037045,0.44999999999999996,0.3357142857142857,0.2857142857142857,0.6349206349206349,0,1,0,0.041999999999999996,0.7291666666666666,0.1875,0.2571428571428572,0.075,1.0714285714285714,-0.0049999999999999906,-0.07142857142857129,0.2916666666666667,1.666666666666667,37.037037037037045,1.575,1.175,0.2151113796169455,0.16126814759612226,0.04401688541677432,0.06765864847381481,0.03101405352916946,0.023228126119207167,0.019802627296179712,0.0018882161972378407,3.6385603439242296,5
-44,0.205,0.15,0.055,0.042,0.0255,0.015,0.012,0,0.0016912499999999998,24.833702882483376,0.6071428571428571,0.3571428571428571,0.2857142857142857,0.4705882352941177,0,1,0,0.030749999999999996,0.7317073170731707,0.2682926829268293,0.3666666666666667,0.05249999999999999,1.2499999999999998,-0.010499999999999989,-0.24999999999999972,0.20487804878048782,1.3658536585365857,24.833702882483376,2.125,1.25,0.1864795669426183,0.13976194237515868,0.05354076692802982,0.04114194333117518,0.02518029853029825,0.014888612493750656,0.011928570865273802,0.0016898214471852459,3.251679952717263,5
-45,0.21,0.15,0.05,0.042,0.0175,0.0125,0.015,0,0.001575,26.666666666666668,0.4166666666666667,0.2976190476190476,0.3571428571428571,0.857142857142857,0,1,0,0.0315,0.7142857142857143,0.2380952380952381,0.33333333333333337,0.045,1.0714285714285714,-0.0029999999999999957,-0.07142857142857133,0.2,1.3333333333333335,26.666666666666668,1.1666666666666667,0.8333333333333334,0.19062035960864973,0.13976194237515868,0.04879016416943201,0.04114194333117518,0.017348638334613004,0.012422519998557154,0.014888612493750656,0.0015737609882916857,3.3202283191284883,4
-46,0.39,0.295,0.095,0.203,0.0875,0.045,0.075,0,0.01092975,18.57316041080537,0.4310344827586206,0.22167487684729062,0.36945812807881767,0.8571428571428572,0,1,0,0.11505,0.7564102564102564,0.24358974358974358,0.3220338983050848,0.20750000000000002,1.022167487684729,-0.004500000000000004,-0.022167487684729082,0.5205128205128206,1.7644502390265104,18.57316041080537,1.1666666666666667,0.6,0.3293037471426004,0.25851069515150105,0.09075436326846414,0.18481843699254186,0.0838814839807021,0.04401688541677432,0.0723206615796261,0.01087045196632962,2.974159261001307,7
-47,0.47,0.37,0.12,0.5795,0.293,0.227,0.14,0,0.020867999999999998,27.769791067663412,0.5056082830025884,0.3917169974115617,0.24158757549611737,0.47781569965870313,0,0,1,0.1739,0.7872340425531915,0.2553191489361702,0.32432432432432434,0.66,1.1389128559102675,-0.08050000000000002,-0.1389128559102675,1.2329787234042555,3.332374928119609,27.769791067663412,2.0928571428571425,1.6214285714285712,0.3852624007906449,0.31481073984003355,0.11332868530700317,0.4571083412600028,0.25696509978972043,0.2045721657287744,0.1310282624064041,0.020653245809809123,3.3593259153773167,9
