id,Rings,pred_v2_lgbm_log,pred_v2_te_lgbm_log
62,11,11.039244285149412,11.736209455472984
63,9,9.403057903881344,9.418837928820373
64,5,5.693421828481962,5.599463344820049
65,6,6.8515078334658375,6.769180292531039
66,9,8.951360907968564,8.827981175430724
67,9,9.015831025745486,9.012408873831324
68,9,9.623215628885617,9.962268077703762
69,10,11.471264935902784,11.218984136200865
70,12,11.676371328352491,12.677844012528075
71,8,9.139739371235422,8.670291434033285
72,8,8.578351154091788,8.79678691517907
73,11,10.62924119769012,10.843881766383383
74,9,7.490628628835475,7.612271504088381
75,11,10.73828739881285,10.854901495432218
76,9,9.379952025453976,9.446084305093997
77,5,5.732679008353762,5.985401941023386
78,13,13.437638382308357,13.192106014692992
79,23,15.766288408083557,15.583954796745736
80,12,8.982184015614711,9.179104749218144
81,9,8.412249840131821,8.597453057578408
82,9,8.286207486454018,8.38179362963064
83,5,4.437893116296896,4.057505270404381
84,5,4.77373598657922,4.844408983521843
85,7,7.526221933216136,7.390017747607658
86,7,7.928687267208902,8.044720043698963
87,6,5.572912391823119,5.592965340371884
88,5,5.743029005452136,5.252300815384124
89,9,9.589904794047369,9.766071273202252
90,12,11.51980893351259,11.706980463269266
91,8,8.11826120048985,8.085724808303638
92,7,8.579689080522769,8.764410585329747
93,4,4.01256171648564,4.1934745770897
94,12,14.434672132087904,12.97162697574451
95,14,14.184674643994782,13.606693986815717
96,8,7.310396227730866,7.213124795541611
97,9,9.120298325232104,9.039787714737994
98,8,8.496642277320895,8.431804666474026
99,10,13.724758645079508,13.771622752685909
100,8,8.430219625143588,8.406896483109035
101,5,6.772354766550405,6.858870874773882
102,6,6.6537239570988636,6.428283336184055
103,13,11.624569731154747,11.551409726850299
104,9,9.689245214779385,9.613899605396206
105,10,11.613135930212312,11.103246746180742
106,9,9.665710821283955,9.794580342694678
107,3,4.297911847857874,4.347817991282219
108,8,7.304759185816723,7.503527356932942
109,9,10.838046624515684,10.132176118015495
110,6,6.6930454242803075,6.611738733803932
111,3,5.319836847534835,5.408263191381782
112,10,10.159042846392795,9.670540711788517
113,12,10.268637092482438,10.824979107133258
114,11,10.79498309488924,10.528181600013497
115,5,4.97914065222685,5.018240725799409
116,6,5.605102329852981,5.523561573590679
117,8,8.955191335990598,9.032581680297685
118,9,9.299531401581836,9.124073188185923
119,10,12.237097904414469,12.204806966355646
120,10,9.746923384734318,9.695974294648247
121,10,10.137438316100903,10.216476809228496
122,10,12.648817731516052,12.91948266145986
123,9,10.502866488088737,11.3250620577418
124,22,15.589530287767788,17.114064741954174
125,8,8.080536942753186,8.159141287670582
126,8,7.373577022607344,7.477919963570708
127,8,8.783086294848186,9.005806218645887
128,9,10.307578580151016,9.536552092878548
129,8,7.671483239028773,7.724685589796096
130,8,10.310694320229517,10.273673167830637
131,10,10.734524293700101,10.24795047988423
132,12,13.040117920266479,12.651811525979413
133,9,11.133720282754748,11.291021741592258
134,8,8.087756496938875,8.320057075747416
135,13,11.494459839275805,11.733821857045974
136,10,11.277542543163005,11.443415422704824
137,10,12.306804740174774,12.379277556824304
138,8,8.891398364193766,8.469912354601341
139,12,11.570207872886904,11.394453464382732
140,10,11.4791332660358,11.454327136649933
141,9,8.758476306253602,8.925942800921097
142,10,9.798705823180644,9.796540298269388
143,14,11.30286193661997,11.532850169413281
144,13,13.899215227458502,12.861001497661109
145,11,11.623235159881773,11.008717874134181
146,7,7.413652302965067,7.695350089499038
147,9,10.325616325337178,9.822550869689785
148,13,11.871271297214259,12.475640646122452
149,9,9.115792194938505,9.183702642677789
150,14,11.160494685581932,12.004199755081052
151,5,6.373488494554903,6.296253015079093
152,8,8.961145166358314,8.965108415777582
153,17,14.259817287979857,14.08487428096124
154,6,7.899618520922194,8.097926636207212
155,10,8.903928901902404,9.057750393266852
156,10,9.610721784771338,9.745352471767822
157,8,8.854800696774257,8.770874344459921
158,12,10.116023592604522,10.71152880985684
159,9,9.458210160905303,9.429576756922827
160,9,9.539670045393589,9.603965838523976
161,8,7.5485279416318285,7.130366144286854
162,9,7.923169031755812,8.02006783108812
163,9,9.47941660759325,9.576025590428268
164,6,5.719771837223804,5.8811391971679
165,13,12.681975662199797,13.127219619636621
166,8,9.365407486770305,9.731416524066034
167,5,5.513400628713124,5.410142030405926
168,8,8.68877099800361,8.813902922640066
169,8,8.90106747483029,8.954611056963456
170,14,12.152614988759822,13.278490439329621
171,9,10.59427397238271,10.685787858442145
172,11,10.56056323989104,10.767693786240747
173,8,8.475784595358999,8.634566236635315
174,14,10.660537886549283,11.134722422625112
175,13,12.252395330350682,12.205465640502974
176,11,10.275859285038175,10.318231057068928
177,10,11.03015177719945,10.174429518566349
178,6,6.604347290020051,6.719032883101645
179,8,7.742522264426269,7.867171933372618
180,11,11.884410631279671,11.360264826312081
181,10,10.533090555939427,11.143642463980079
182,8,6.918537057013884,6.864941868658827
183,5,6.051545062467148,5.931795975460365
184,8,8.073786592135152,8.11559885044107
185,10,10.72582846502759,11.010211658352869
186,9,9.767794831020941,9.473188245534562
187,6,5.587260174295153,5.5763763833664
188,8,7.8376420582990365,7.740959940475663
189,13,13.852788803329252,14.069155841956704
190,8,6.91033790381184,6.903592646374975
191,11,9.624829767440485,9.520854036387254
192,6,5.56198929326415,5.559511225232345
193,10,11.689956735884454,11.738123428831509
194,10,12.914069931731179,10.590857168997834
195,6,5.438307760694475,5.6163697321644275
196,11,10.137279498386988,10.36668984058115
197,8,7.6408218488492885,7.647906424480531
198,6,6.993603745176742,7.014185902444425
199,8,8.953125792470852,8.99661837075893
200,6,6.076571852923649,6.176510199469345
201,11,11.53565252448365,11.01402223991741
202,5,5.79489559132175,5.871120675277763
203,8,8.027984100075532,7.720574295946231
204,7,6.224729173484013,5.790122630257773
205,9,8.80953306914495,9.06982896102998
206,9,7.897631364406983,7.919025322712456
207,7,7.421653206249684,7.554286988828072
208,11,8.892254945471265,9.13727412387015
209,8,8.29473351886139,8.257340955169033
210,13,9.33381745073406,9.168732200097255
211,11,13.285086378071862,14.530725864656413
212,10,11.201644716807868,10.75534641871494
213,12,11.173063259613448,10.34312090291279
214,9,9.116367972700253,9.06021470313836
215,10,13.646039443831048,12.92985816178611
216,8,7.252127691198327,7.190095355124813
217,11,11.270438651771117,11.406631193830227
218,8,8.506151563365501,8.45343559722453
219,7,6.856367731745942,6.91694042913475
220,11,12.892438574139574,11.462945163498043
221,12,12.12781250361737,12.46262655794653
222,11,14.341266992105245,14.116110867405125
223,14,15.511685721132453,15.126505093031518
224,14,10.003236585694287,10.122016436969433
225,9,8.177682254066507,8.131014007282731
226,9,9.308625154448023,9.469449396433255
227,9,9.709942252826435,9.839807374323112
228,9,10.339302777393135,9.730785516497129
229,13,12.462861494972504,12.17222090888609
230,10,12.180639993954253,11.821673563869883
231,11,10.594813634724272,10.347123236157666
232,6,6.879122588134304,6.9761856500451715
233,7,6.204983029095234,6.194199148766708
234,7,7.635045223939311,7.398700288296453
235,7,7.496660505192433,7.566683879758278
236,9,11.084416552260869,10.984699687907977
237,8,9.03226650800247,9.046323365768552
238,9,7.514735905965909,7.634387809931187
239,14,11.797799922942259,12.10448988249785
240,11,12.37919826315705,12.01032626174469
241,7,7.444968065471023,7.349023729841277
242,8,8.073062847205943,8.064709039256199
243,6,5.043616213928972,5.074735200120796
244,10,10.298725772579157,10.239600225858457
245,9,9.361149421735288,9.55812711505539
246,12,10.377229806860933,10.474082538792182
247,8,9.193433495740539,9.359840120001815
248,11,12.74944869614357,13.602914697918742
249,10,8.863954158337327,8.757480157545244
250,8,9.071789747148927,8.598162879292996
251,14,14.851595316585307,14.608876394545696
252,7,7.341254282595134,7.101454682415638
253,17,14.293633147570203,14.213173149733315
254,8,7.822367371898974,7.767873191323048
255,9,8.459424922939665,8.385487999366264
256,8,8.303452281200746,8.280179729147095
257,9,8.925665754650284,8.770156897574186
258,12,14.010872710173857,13.580471522980782
259,10,9.73936166189337,9.28794290390703
260,8,7.360536340089785,7.542934740094652
261,7,7.999662712680613,8.115001335435752
262,9,8.889969788538457,9.031803556071765
263,9,8.645071328804395,8.790254390409713
264,13,13.95433389795321,14.033534530956578
265,10,11.026499523031532,11.691450250957528
266,10,11.23643432032073,11.287563220131641
267,5,5.052825395589133,5.034097889361416
268,10,9.293771129743114,9.19695321185903
269,14,12.813462423079873,12.552698782118433
270,8,8.305842582743473,8.006065985535926
271,9,8.185728895689536,8.46304387916727
272,9,9.755928024797285,9.540059946717399
273,11,10.168615001446081,10.53508877404289
274,13,12.28262007182952,12.809961059023232
275,9,9.350849413783747,9.547270828720668
276,9,8.232655829580594,7.851659755270739
277,8,8.318252402742528,8.19525184343711
278,9,9.22710866623044,9.168565364934466
279,9,10.38853619065068,9.22472983385842
280,7,7.759989867588724,7.880763578897008
281,11,9.658001398869093,9.69185770345641
282,11,11.141259771832225,10.921561188557215
283,11,12.983669750793625,10.9126671733083
284,15,15.322936300303105,15.090904015324012
285,11,9.627958061626183,9.239399551843865
286,9,9.177409301956985,9.218295248222828
287,8,9.190451183768745,9.164289228515466
288,6,5.722832982354672,5.55997187181502
289,4,4.084105375897166,4.038353523325959
290,11,11.60217180784665,11.720678726038026
291,13,10.494670015336574,10.847275133826013
292,7,5.937858598816987,5.85255172615982
293,16,8.351570710806735,8.406806838572372
294,10,8.920445204982956,8.863904069378545
295,12,15.986633809549708,15.548547169257999
296,5,5.679902266076702,5.528385191180287
297,8,8.5483744012436,7.989918601567249
298,7,6.404576841658609,6.520584927507944
299,8,9.722440898359164,9.885038747737886
300,9,10.12597642229194,9.073411396653835
301,4,5.498893096189206,5.382498210484073
302,15,10.95598545130279,11.98646361838059
303,20,14.549127749983858,15.420601564124496
304,7,6.792106650036294,6.563481801015702
305,8,9.291632922082893,9.308833917513148
306,13,15.832748896252614,17.081586587159475
307,11,12.998610988764662,12.802266191498283
308,5,5.231090658639366,5.155466787904734
309,7,6.352511807817613,6.417619792444319
310,8,9.066797082983886,9.031180428150817
311,9,8.387615744163588,8.330943024651097
312,7,6.9240387311000084,6.469175714647182
313,5,6.074051925262901,5.875339404674359
314,10,9.45838530914487,9.496692605473367
315,8,8.371177838788359,8.298275818111286
316,8,7.346048675954396,7.576846182203425
317,8,8.21996528209057,8.178864351432633
318,6,6.067212111473738,6.148578944967365
319,8,9.311466559644613,10.13167020479893
320,7,7.944433932439617,7.698087694175713
321,20,13.431760061497256,14.765060702881101
322,11,10.814006375237417,10.593804091510018
323,10,9.465151787358348,8.764483708610925
324,8,8.915550651485955,8.84497961499123
325,23,14.412819256015021,14.424145366723195
326,9,7.125807577922123,7.3387790458360085
327,20,16.801468690988578,18.051871832515378
328,12,10.076134715493156,10.222980966466668
329,8,8.905775382818284,8.749507461511328
330,9,10.075275333048928,10.042702916026624
331,10,10.045032676572365,9.939241271023292
332,12,13.21643069102329,12.301412073035467
333,10,9.815455881771001,10.039060836937844
334,10,10.918097003745302,9.6246899960481
335,9,8.80726065723103,9.025012877839474
336,9,8.599706250771751,8.227301555999572
337,6,7.622584767378046,7.556880817274553
338,10,10.182322411394262,10.320859424231825
339,8,8.41957902450894,8.259030442847752
340,12,12.901518442469154,12.854001749839835
341,8,10.32063314641616,9.47464310631193
342,15,10.25027711206235,10.582569465992053
343,9,9.850355459600172,9.638634884553896
344,5,6.0133371612246815,5.917239907052723
345,7,7.204178665243999,7.211267975114587
346,7,5.984518590300492,5.931587119148075
347,4,5.511949164283106,5.629049928288893
348,6,6.151429349632393,6.226211001310269
349,3,3.8622488039835106,3.8634261067332143
350,4,4.546671292066596,4.53835594954875
351,14,9.797300362138854,9.975164786554975
352,12,11.22982883798673,11.098150085770508
353,8,8.42065762475655,9.023690414048582
354,9,7.739768604771086,7.9715352446643095
355,10,13.064795891686062,13.53658513727487
356,13,10.55040661409507,10.455141628310813
357,6,6.193903027615207,6.205935510411995
358,11,10.304878293598636,10.680308003517139
359,15,14.471039074714689,13.801958266372612
360,8,8.06435930170171,8.266046231392254
361,20,12.389788859158141,12.37034598847836
362,10,10.41405345253424,10.451830205481496
363,7,7.295004561536268,7.361915372485735
364,8,7.56991238686092,7.349079216684641
365,6,6.606001143197257,6.66886429951434
366,12,16.27545434291043,16.768752819217354
367,18,10.654460108550532,10.956164810381926
368,8,10.698551067999631,10.818059299211814
369,10,9.447928061251433,9.5149483355012
370,7,7.490582679096241,7.3968139317423205
371,6,7.063515611364588,6.889718051484284
372,9,11.499780957343612,11.829039389830362
373,11,11.046835650092515,11.55966064673911
374,9,9.057913651864638,8.71228170037971
375,4,4.5955671567624155,4.146806791794959
376,8,6.949032847939004,6.91483843446163
377,9,9.303682111315085,9.182742059658965
378,8,10.023725316258743,9.531165011840702
379,5,5.619514867846515,5.5366297551106065
380,12,9.994054224215162,10.281765588912593
381,9,8.396075356798153,8.494264346271812
382,16,9.384379305468837,9.64339708218187
383,14,10.8141073222751,10.967741881580794
384,8,9.201293484046769,9.346385520935376
385,11,10.277152109366165,10.610882304482923
386,19,12.837697470641322,13.2417191563698
387,7,9.121025066455982,8.93429464605622
388,11,9.803857470368168,9.41354056091871
389,13,14.410768967710235,13.67689388439063
390,16,12.697665915064418,12.472547908618226
391,5,5.363528459732577,5.052914912066868
392,5,5.167613274952783,4.951793801567845
393,15,16.38545870353863,16.784354022093584
394,7,6.627026822369873,6.511030030747863
395,8,7.452348226623241,7.387957900109313
396,6,5.515967713781674,5.6326803631649245
397,8,9.465252504076982,9.658591141813197
398,13,8.318589558891935,8.337766422421225
399,9,9.126014990253992,9.252357681745274
400,7,5.66066110750796,5.730757333498152
401,16,15.521263309242947,16.02855254576003
402,9,9.819661286162825,9.548976450903682
403,9,9.944919341796997,9.756435652248605
404,8,8.590852047091941,8.410307734200606
405,5,5.463793791833679,5.133416149638267
406,6,7.377381132732442,7.529383776082649
407,12,15.13448627437422,14.161710268793986
408,7,6.0580782869397165,6.093097817771298
409,7,7.708104710988951,7.72222067942208
410,6,6.44889514546648,6.484199935851757
411,9,8.377306937763079,8.286348153344953
412,9,6.305455527915456,6.357195226838413
413,7,6.942160029062936,6.829473089330528
414,6,6.309079897343094,6.324759913264004
415,15,15.544696183354553,15.805732717940565
416,7,6.973528188014477,6.813602876962897
417,8,7.173369000577276,7.18058946732177
418,11,12.947375783171697,9.779274328035989
419,14,11.675914519881768,12.519443275491211
420,5,6.007461137720844,6.012008343317796
421,10,10.18845699334233,10.45983328229544
422,9,8.359838698162513,8.385955023805376
423,7,5.6481723427471655,5.490610101795947
424,9,10.10832864640098,12.059339811194048
425,10,12.18895184580631,10.663950536980488
426,10,9.530524876909475,9.706162323782323
427,10,8.512081862847829,8.611106432986627
428,10,9.920001844119335,9.750674230658921
429,10,8.953462915004645,10.13492822302606
430,11,8.87064666218608,8.860039870391246
431,9,12.233892972482458,13.087745822006914
432,10,9.352323563055858,9.47174012191253
433,10,11.486828749273274,10.274012786454673
434,11,9.562015043263068,9.827874013262518
435,8,8.9383811943508,9.028702073229923
436,9,8.41733885587858,8.044727519961349
437,19,12.182070163347174,12.372147075224369
438,13,13.755718049208241,13.736501106159448
439,7,7.340006321786279,7.51088390320647
440,13,13.725630232956266,10.21866683999791
441,9,12.945096522022347,10.548462733758809
442,15,11.600366304441897,11.920478615376293
443,13,10.391365119287936,11.254443330961374
444,8,10.106864982411464,10.308077923627977
445,8,8.65728154847577,8.320380762379681
446,4,4.253762495064887,4.150774679289708
447,7,7.053573702525826,7.360839188592142
448,11,12.18414315800184,12.611879651840345
449,8,8.688843421014322,8.585809665165328
450,14,11.730036898225134,12.058930018197774
451,8,7.722708361388018,8.003262834031904
452,9,9.630458261626266,9.647005260873163
453,10,11.160896416673399,11.195984625459632
454,10,10.806914737183183,10.817059191187099
455,17,13.938221035727837,14.52112349216644
456,9,9.088810628164426,8.963517388017024
457,9,9.799029445661295,9.524672596753238
458,10,9.168337748000987,8.76387789464636
459,10,11.833809603618528,12.055982023757423
460,13,10.134529054734646,10.695106609218623
461,9,9.406654400084092,9.296866242155794
462,13,10.490415408410904,10.650419189892922
463,9,8.754330506220507,8.760377627326433
464,9,10.818933973331792,11.237105528887994
465,8,6.955439083636315,7.011924815675336
466,6,6.894306096123186,6.960526374439556
467,12,12.962369561735956,14.370517829729103
468,7,8.089288224073465,7.886925955847264
469,10,10.192494250582493,9.254444997860588
470,6,5.397658847073421,5.361665780087
471,9,9.220351713927787,9.233924368805841
472,6,6.405571662099909,6.319793921385154
473,9,9.962527406009736,9.699874026160142
474,6,6.7050424532021,6.29164965510834
475,8,8.156019886678923,8.211039617681244
476,6,6.207299416386641,6.290237149422808
477,4,4.824516123217907,4.886898944392204
478,7,7.375383780595774,7.3156373956243845
479,10,9.197279286446758,9.56842511376432
480,11,10.679060973629719,10.598622271912872
481,10,9.259378042200229,9.350506218721085
482,11,10.403532630488607,9.534450398361644
483,15,11.862701224632357,12.52012109354914
484,9,10.755912423521083,9.924467487864842
485,9,7.045569812638354,7.564832319332355
486,8,8.700459838693273,8.911358378268838
487,7,4.698260667884248,4.813059425472316
488,8,8.302426065194545,8.28447377372619
489,11,10.599723238366305,11.054101005042474
490,8,8.268180863601923,8.223795608802796
491,14,9.266541968094295,9.122057324156009
492,7,6.951879621560533,6.775463986556119
493,6,7.499655053553079,7.109254422621927
494,8,9.161617666507023,9.287373315962782
495,10,9.495890041631583,9.563732867839546
496,10,7.5584970882381715,7.690000744974325
497,4,3.9263969336639524,3.9936729712078014
498,8,7.938640518552519,7.970500933627493
499,8,8.179238039815466,8.153565613573148
500,11,10.271051642375236,10.178476752236877
501,16,11.723293796838606,11.035182187373579
502,15,13.449676070730952,13.741733360108775
503,8,8.938873702452142,8.451094214015253
504,12,12.12622370898819,11.929148928439904
505,7,7.4110321945986035,7.390193682495118
506,11,10.200962906334242,10.233823171691228
507,10,8.485342600749728,8.189064028503676
508,7,7.0980776859137595,7.108441298687117
509,15,11.22015433559486,11.411300239102587
510,11,14.319466074966837,13.929421694096453
511,9,7.396927607252854,7.424124269184843
512,8,7.45177514799078,7.426013971308518
513,8,8.641952496480926,8.3325568325773
514,9,8.503460242874912,8.384781423123776
515,9,8.68501006051276,8.758378431061207
516,10,9.696409395313216,9.538958167745218
517,11,10.589269683166922,9.921751098949597
518,5,4.81186288693111,4.529923059254256
519,10,11.516643171414113,12.368915461837103
520,6,5.562568237355216,5.658500728403134
521,9,8.893434964640498,8.977781435549414
522,10,11.223835913193591,11.94430116521883
523,12,8.780415582113918,8.78897771244505
524,9,8.75778508814995,8.947267724869297
525,7,6.921869804812136,6.9150760909807465
526,8,6.230863642121871,6.253190144783036
527,5,5.294792689550616,5.368039793189791
528,11,8.815855265926858,8.067827970089326
529,8,6.9733204152865484,7.175279523656197
530,9,8.387478473874117,8.320209126023641
531,12,11.181862739100776,11.161663072156745
532,8,8.214482358516838,8.183162709643153
533,10,10.672383989806542,11.72124068671045
534,9,9.63883707316177,9.432613777986045
535,9,11.203258873890137,10.036059234202824
536,12,10.113100352374328,10.490978072648115
537,7,8.565047482497974,8.700087601344212
538,12,14.154321878728574,15.159900532481002
539,5,4.307337234061574,4.152424844645228
540,10,9.962439926655478,9.606540834582276
541,8,9.055719361531517,9.149995379558042
542,8,8.151380396860752,8.183178373500432
543,10,9.847139131618656,9.862534321388448
544,9,8.936350501188146,9.089002581245952
545,10,11.840440930965496,10.202906455229247
546,9,9.574530588363055,9.03797902008331
547,10,10.217338874339367,10.471851466309994
548,12,11.4013616159945,12.350055029525278
549,7,7.399732821242992,7.357117922150611
550,11,12.152517006096529,10.5595368624465
551,8,8.70648738622026,8.764340045243358
552,9,8.202096527655497,8.052566519923932
553,6,5.008440407810289,5.056246979226938
554,7,7.471662322966654,7.38647221746731
555,10,9.967805943505983,10.217386505762267
556,6,7.121501835377543,6.957821650258062
557,8,9.543654221982917,9.190655312314412
558,16,11.37522171336705,11.421162268665883
559,8,10.640853889630574,9.992828523612927
560,8,7.6893748106019935,7.634901303641889
561,9,9.522053208915315,9.327697753232798
562,9,8.68427310473811,8.730846167117432
563,8,7.964265774916541,8.312029350214347
564,13,9.610545663309408,10.08186866123938
565,15,11.736326523903463,11.858144217051956
566,8,8.017080369019137,8.018597650891685
567,9,9.15804737987135,9.278719156958415
568,13,10.103965953055836,10.282924829361635
569,7,7.2341171517379985,7.302808658827077
570,8,8.696237844143075,8.484964203747706
571,7,7.083727949635311,7.005315160570912
572,10,12.56171349785901,10.967705539249659
573,9,7.906109650212871,7.859682707131053
574,9,8.870133407542667,8.863231494329698
575,8,7.738560915400364,7.860239092006521
576,21,16.96623246317103,17.64523188747302
577,15,11.384807811478131,12.186811530704913
578,5,4.262929528774251,4.3529722347053275
579,9,8.88434172928657,8.597279276027045
580,9,9.486371632499738,9.674698744390344
581,6,8.198784181081717,8.403368622052165
582,8,11.160220885410359,10.17314093998301
583,18,15.932001447026117,15.754733013798882
584,8,7.019802483753657,7.267701384272737
585,8,7.3845169033933,7.540866124888238
586,9,7.328629675426473,7.483996295266476
587,10,9.045947798012229,8.807409524958276
588,10,13.579699688228425,11.631473942515315
589,10,9.76986623939531,9.559370780406478
590,9,9.651659725310491,10.478184230723645
591,9,7.680613768889569,7.909102326327462
592,10,9.613806369628227,9.456705114884127
593,7,5.192058419149392,5.461125082913494
594,8,6.86475844225878,6.990814382327861
595,8,6.781565283067958,6.837227264232536
596,10,13.426144247724508,15.07760802729973
597,14,14.002014138714673,13.214512545269136
598,12,10.563298957600418,10.46715781722854
599,8,7.810197616892155,7.603003342991939
600,12,9.331876047115935,9.62962183413795
601,10,10.795578145053277,12.312763989743223
602,10,13.588825561747182,14.234822838778653
603,10,9.750751294266058,9.789598875041387
604,10,10.50286547472936,11.436998065968645
605,8,8.258984080637827,8.331843436016117
606,13,12.834517029621358,13.18951355267694
607,12,9.364462899407506,9.62053758186335
608,8,8.045610510788139,8.299993293238694
609,11,10.973887160832417,10.35311883071634
610,8,5.535205922588041,5.691607388608629
611,10,9.288218907115855,9.334021648376478
612,12,12.839926904276453,13.26622964865006
613,15,10.178414802449698,10.150701914708707
614,11,9.408523130766504,10.046221493248506
615,14,13.659753099090251,12.930048126550771
616,9,8.393797173255706,8.297370481981424
617,10,8.352284425954041,8.367127669593415
618,8,8.760248395479785,8.725419568367757
619,7,8.560902922681294,8.60157656349056
620,14,13.396620923220244,13.30261943637959
621,15,11.96386982736933,11.91665419480045
622,11,10.959926354597108,10.641927379373188
623,7,8.364303379422319,8.28167945858582
624,19,14.7066481689721,14.828917136395148
625,8,8.24285780082086,8.192365027547162
626,9,8.932594343979696,8.765983418099053
627,9,8.34533349166854,8.304688286526543
628,6,6.7066997699366935,6.642132897514531
629,6,5.49531818104491,5.515496348965648
630,8,10.321780413722829,10.339565635148409
631,9,10.410606634101438,10.691788671807767
632,11,10.036574135553247,10.138736119295276
633,10,11.131903419040443,11.603692217110078
634,8,9.123757054758647,9.082353043740927
635,9,8.463385381177234,8.476482519170732
636,17,13.520812001038664,13.470859755795509
637,12,13.358384067560104,14.384165668575376
638,8,8.804816643512346,8.685298291964827
639,10,9.135263593712539,9.231753096926951
640,8,8.985654996992452,8.72478094187906
641,9,9.7184909956007,9.866039363398055
642,11,10.190238709083967,9.930104776300702
643,9,9.540385860833473,9.3561395216322
644,9,9.61945466107141,9.363369623272837
645,13,13.477599998600882,13.269252824120437
646,6,6.859304026257819,7.338198158828181
647,12,10.905748288527406,10.820736180591403
648,10,12.978435617660374,12.466363865192006
649,13,13.974093628186454,13.779575409457092
650,10,11.522094241198948,10.869354072668623
651,5,6.623959570999278,6.795437617584042
652,8,7.380062793821217,7.1766238029205365
653,8,8.451467263443064,8.474386220590917
654,13,10.55317737154553,11.022651437205193
655,11,11.04057312351721,10.950575446913966
656,10,12.69533978743812,12.876244067240776
657,7,7.3341219226741705,7.370680411362809
658,9,8.833681844419706,8.822800636371452
659,9,10.007525877513705,10.124200876010988
660,11,9.475468373113118,9.493818409011881
661,12,10.506059588245634,10.366650731732632
662,7,7.415200583056402,7.4213140700539135
663,7,8.737227959376163,8.574101554787202
664,10,10.500893054025552,10.003505081443121
665,6,7.545219397466854,7.549320056925573
666,13,12.110528880232074,12.019761701888534
667,10,9.67318370202394,9.691795395481938
668,8,8.486654295754569,8.334190114664842
669,9,9.282816689608307,9.574286714073631
670,12,14.276950548540876,11.573519043793738
671,11,9.292728336982249,9.56931372707386
672,6,8.342346477668425,9.236871955898852
673,7,6.64660722304748,6.62546185844521
674,15,14.376976770310721,13.544562906753441
675,11,12.869822658399384,13.091353262527395
676,9,8.314611233338335,8.438950884753856
677,9,7.220825526332163,7.2022494637302055
678,16,15.730617649793928,15.25764102007395
679,12,9.22588211701346,9.293406122555956
680,12,10.074800243431675,9.904974565575925
681,10,10.24360384934082,9.786589585650118
682,8,7.895005598362674,7.884160875473978
683,9,10.584572997874057,9.542926070879101
684,8,9.42155367499677,8.915624961061745
685,9,8.447057058495794,8.056939190007657
686,17,15.611780560874967,14.761601087310334
687,8,7.416784045217157,7.447172706452792
688,12,13.923473515512379,13.589701796666903
689,9,8.868446773105225,9.120371548954143
690,15,14.214337733926525,14.203247416461535
691,11,10.69561097018566,9.711297084416204
692,9,8.066107180409034,7.8886991922598275
693,9,8.80757002223353,8.76300279336226
